id,order,expected_json
93,"Give me a Venti Flat White, throw in some Extra Shot, make that with Almond Milk.","{""drink"": ""Flat White"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Extra Shot"", ""Almond Milk""], ""food_items"": [], ""total_price"": 7.35}"
94,"Okay, for me, it's gonna be a Frappe err (Coffee), make it Tall, make that with Classic Syrup... ignoring literally that, Almond Milk, substitute with Light Ice, and a Avocado Toast.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk"", ""Light Ice""], ""food_items"": [""Avocado Toast""], ""total_price"": 13.1}"
95,"Two Venti Cappuccino, and don't forget the No Ice.","{""drink"": ""Cappuccino"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""No Ice""], ""food_items"": [], ""total_price"": 5.5}"
96,"I'm feeling like a Venti Hot Chocolate, topped with No Ice, and a Blueberry Muffin.","{""drink"": ""Hot Chocolate"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""No Ice""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 8.75}"
97,"Lemme get a Grande Flat White, poured over Light Ice, mix in some Extra Hot, and on um the side Caramel Drizzle, included with Classic Syrup, and a Avocado err Toast.","{""drink"": ""Flat White"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Light Ice"", ""Extra Hot"", ""Caramel Drizzle"", ""Classic Syrup""], ""food_items"": [""Avocado Toast""], ""total_price"": 12.75}"
98,"Grab me a Tall Strawberry Smoothie, pump of Sugar Free Vanilla, hit it with Vanilla Syrup, pump of Caramel Syrup... actually wait wait Soy Milk.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Sugar Free Vanilla"", ""Vanilla Syrup"", ""Soy Milk""], ""food_items"": [], ""total_price"": 7.6}"
99,"Uh, I think I'll try the Venti Strawberry Smoothie, finished with Caramel Drizzle... take out the Almond Milk, and a Butter sort of Croissant.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [""Butter Croissant""], ""total_price"": 11.1}"
100,"Please give me a Trenta Chai Latte, hit it uh with Almond Milk, and a Avocado actually Toast.","{""drink"": ""Chai Latte"", ""size"": ""Trenta"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [""Avocado Toast""], ""total_price"": 13.85}"
101,"You know what? Let's do a Americano, actually make it Trenta, dash of No sort of Ice, pump of Extra Hot... on second thought Vanilla Syrup.","{""drink"": ""Americano"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [""No Ice"", ""Vanilla Syrup""], ""food_items"": [], ""total_price"": 5.5}"
102,"Can I please get a Tall Frappe (Mocha), and like don't forget the Extra Shot.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Shot""], ""food_items"": [], ""total_price"": 6.75}"
103,"Yo, can I get a Latte, make it like Tall, included with Coconut Milk... disregard the Sugar Free err Vanilla, splash of No Ice.","{""drink"": ""Latte"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Sugar Free Vanilla"", ""No Ice""], ""food_items"": [], ""total_price"": 5.0}"
104,"I'll have a Iced Coffee, make it Tall, mix in some Extra Shot, oh and also Cold Foam... actually no Coconut Milk, and a Bacon like Gouda Sandwich.","{""drink"": ""Iced Coffee"", ""size"": ""Tall"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Extra Shot"", ""Coconut Milk""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 10.2}"
105,"Could I have a Trenta Cold Brew, alongside Oat Milk, add a shot of Extra Shot, and a Blueberry Muffin.","{""drink"": ""Cold Brew"", ""size"": ""Trenta"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Oat Milk"", ""Extra Shot""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.3}"
106,"Shoot me a Venti Flat White, finished with Hazelnut Syrup, added with Caramel actually Drizzle.","{""drink"": ""Flat White"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Caramel Drizzle""], ""food_items"": [], ""total_price"": 6.75}"
107,"Just a Trenta Cold Brew, splash of Breve... ignoring that, Classic literally Syrup, finished with No Ice... no nevermind Breve, and a Blueberry Muffin.","{""drink"": ""Cold Brew"", ""size"": ""Trenta"", ""final_milk"": ""Breve"", ""modifiers"": [""Classic Syrup"", ""Breve""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.3}"
108,"Hit me with a Flat White, make it Grande.","{""drink"": ""Flat White"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.25}"
109,"Umm, let's see... I'll do a Frappe (Mocha), make it Trenta, coupled with Caramel Syrup, hit it with Light literally Ice, with Coconut like Milk... wait, I don't want Almond Milk, and throw on Classic Syrup, and a Blueberry Muffin.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Caramel Syrup"", ""Light Ice"", ""Almond Milk"", ""Classic Syrup""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 12.1}"
110,"You know what? Let's do a Short Latte, and let's actually add Cold Foam.","{""drink"": ""Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Cold Foam""], ""food_items"": [], ""total_price"": 5.25}"
111,"May I get a Trenta Mocha, alongside Soy Milk... switch hmm that to Almond Milk, also Skim Milk, throw literally in some Oat Milk... forget the Cold Foam, and a Blueberry Muffin.","{""drink"": ""Mocha"", ""size"": ""Trenta"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Almond Milk"", ""Skim Milk"", ""Cold Foam""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 12.1}"
112,I would like a Tall Mocha.,"{""drink"": ""Mocha"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.0}"
113,Give me a Venti Hot Chocolate.,"{""drink"": ""Hot Chocolate"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.0}"
114,"Hook me up with a Matcha Latte, make kinda it Short, plus Caramel Syrup, and throw on Cold Foam, and throw on No Whip, and a Blueberry Muffin.","{""drink"": ""Matcha Latte"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Caramel Syrup"", ""Cold Foam"", ""No Whip""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.25}"
115,"Umm, let's see... I'll do a Cold Brew, make it Trenta, put in some Peppermint Syrup... hold on Caramel Syrup, substitute with Extra Shot... like change that to Almond Milk, add a shot of Sugar Free Vanilla.","{""drink"": ""Cold Brew"", ""size"": ""Trenta"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Caramel Syrup"", ""Almond Milk"", ""Sugar Free Vanilla""], ""food_items"": [], ""total_price"": 7.35}"
116,"Get me a Tall Iced Coffee, added with Whip Cream... remove the Caramel Drizzle, blended with Oat actually Milk, make sure there's Almond Milk... wait sorry Caramel Syrup, mix in some Coconut Milk.","{""drink"": ""Iced Coffee"", ""size"": ""Tall"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Caramel Drizzle"", ""Oat Milk"", ""Caramel Syrup"", ""Coconut Milk""], ""food_items"": [], ""total_price"": 5.5}"
117,Could I have a Short Strawberry Smoothie.,"{""drink"": ""Strawberry Smoothie"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 5.5}"
118,"Get me a Trenta Strawberry Smoothie, and a Blueberry Muffin.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.25}"
119,"I'll have a Venti Iced Coffee, and err a Butter Croissant.","{""drink"": ""Iced Coffee"", ""size"": ""Venti"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [""Butter Croissant""], ""total_price"": 7.5}"
120,"Could I have a Venti Hot Chocolate, and on the side Almond Milk, make sure there's Caramel Drizzle... no nevermind Skim Milk, oh and hmm also Caramel Syrup, and a Butter Croissant.","{""drink"": ""Hot Chocolate"", ""size"": ""Venti"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Almond Milk"", ""Skim Milk"", ""Caramel Syrup""], ""food_items"": [""Butter Croissant""], ""total_price"": 9.6}"
121,"I'm craving a Tall Frappe (Coffee), make sure there's Hazelnut Syrup, make sure there's Extra Hot, finished with Caramel you know, Syrup.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Extra Hot"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 6.5}"
122,"Let me try the Espresso, make it Venti.","{""drink"": ""Espresso"", ""size"": ""Venti"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 4.0}"
123,"Can you get me a Espresso, err make it Trenta, and throw on Skim you know, Milk.","{""drink"": ""Espresso"", ""size"": ""Trenta"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk""], ""food_items"": [], ""total_price"": 4.5}"
124,"Could I have a Trenta Matcha Latte, and throw on Cold Foam... make that a Light Ice, and let's add Whip Cream, add a shot of Soy Milk.","{""drink"": ""Matcha Latte"", ""size"": ""Trenta"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Light Ice"", ""Whip Cream"", ""Soy Milk""], ""food_items"": [], ""total_price"": 7.85}"
125,"I need a Tall Caramel Macchiato, topped with Whip Cream, and Extra Shot... instead of that use Cold Foam.","{""drink"": ""Caramel Macchiato"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Whip Cream"", ""Cold Foam""], ""food_items"": [], ""total_price"": 7.0}"
126,"Alright, I think I want a Drip Coffee, kinda make it Grande.","{""drink"": ""Drip Coffee"", ""size"": ""Grande"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 3.0}"
127,"I want a Frappe (Coffee), make it Venti, with Coconut Milk.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Coconut Milk""], ""food_items"": [], ""total_price"": 7.2}"
128,"Yo, can I get a Mocha, make it Tall, with Breve, and a Avocado Toast.","{""drink"": ""Mocha"", ""size"": ""Tall"", ""final_milk"": ""Breve"", ""modifiers"": [""Breve""], ""food_items"": [""Avocado Toast""], ""total_price"": 12.8}"
129,"Hook me up with a Short Americano, and on the side Extra Shot, and a Blueberry Muffin.","{""drink"": ""Americano"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Extra Shot""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 7.75}"
130,"I need a Caramel Macchiato, make it Grande, included with Almond Milk.","{""drink"": ""Caramel Macchiato"", ""size"": ""Grande"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [], ""total_price"": 6.35}"
131,"I want a Iced Coffee, make it Venti, pump of Sugar Free you know, Vanilla, splash of Caramel Drizzle.","{""drink"": ""Iced Coffee"", ""size"": ""Venti"", ""final_milk"": null, ""modifiers"": [""Sugar Free Vanilla"", ""Caramel Drizzle""], ""food_items"": [], ""total_price"": 5.0}"
132,"You know what? Let's do a Tall Frappe (Coffee), and a Bacon kinda Gouda Sandwich.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 11.0}"
133,"I'll take a Flat White, make it Tall.","{""drink"": ""Flat White"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 4.75}"
134,"I'll take a Caramel Macchiato, like make it Trenta, throw in some Caramel literally Drizzle, coupled with No Whip, and why not add Soy Milk, oh and also Peppermint Syrup, and a Bacon Gouda Sandwich.","{""drink"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Caramel Drizzle"", ""No Whip"", ""Soy Milk"", ""Peppermint Syrup""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 13.85}"
135,"Lemme get a Venti Frappe (Coffee), and a Butter Croissant.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [""Butter Croissant""], ""total_price"": 10.0}"
136,"Alright, I think I want a Hot Chocolate, make it Tall, and let's add Extra Hot, and don't forget the Hazelnut Syrup, coupled with Skim Milk... sorry I changed my mind, Whip Cream.","{""drink"": ""Hot Chocolate"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Extra Hot"", ""Hazelnut Syrup"", ""Whip Cream""], ""food_items"": [], ""total_price"": 5.0}"
137,Grab me a Grande Caramel Macchiato.,"{""drink"": ""Caramel Macchiato"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.75}"
138,"Alright, I think I want a Espresso, make um it Short, finished with Soy Milk... belay that Extra Shot.","{""drink"": ""Espresso"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Extra Shot""], ""food_items"": [], ""total_price"": 3.5}"
139,"Hit me with a Cappuccino, make it Tall, substitute with No Whip, mix in some Whip Cream.","{""drink"": ""Cappuccino"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""No Whip"", ""Whip Cream""], ""food_items"": [], ""total_price"": 5.0}"
140,"Lemme get a Tall Frappe (Coffee), bit of Peppermint Syrup.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Peppermint Syrup""], ""food_items"": [], ""total_price"": 6.0}"
141,Start me off with a Grande Hot Chocolate.,"{""drink"": ""Hot Chocolate"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 4.5}"
142,"Fix me up a Iced Coffee, make it Trenta, also Skim Milk, also Caramel Drizzle, and a Butter Croissant.","{""drink"": ""Iced Coffee"", ""size"": ""Trenta"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk"", ""Caramel Drizzle""], ""food_items"": [""Butter Croissant""], ""total_price"": 8.5}"
143,"Hmm, give me a sec... okay, a Trenta Chai Latte, mix in some Coconut Milk, and throw on Whip Cream, and a I mean, Blueberry Muffin.","{""drink"": ""Chai Latte"", ""size"": ""Trenta"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Coconut Milk"", ""Whip Cream""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.2}"
144,"So, I'll have a Trenta Cold Brew, and uh throw on Extra Shot, splash of Hazelnut Syrup... actually let's do Coconut Milk, make sure there's Almond Milk.","{""drink"": ""Cold Brew"", ""size"": ""Trenta"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Extra Shot"", ""Coconut Milk"", ""Almond Milk""], ""food_items"": [], ""total_price"": 8.05}"
145,"Alright, I think I want a Venti Hot Chocolate, and on the side Cold Foam... hang on Classic Syrup, plus Caramel Drizzle.","{""drink"": ""Hot Chocolate"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Classic Syrup"", ""Caramel Drizzle""], ""food_items"": [], ""total_price"": 5.5}"
146,"I'd like to order a Espresso, make it Short, throw in some Vanilla Syrup.","{""drink"": ""Espresso"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Vanilla Syrup""], ""food_items"": [], ""total_price"": 3.0}"
147,"Give me a Trenta Americano, included with Classic Syrup... make that a Vanilla Syrup.","{""drink"": ""Americano"", ""size"": ""Trenta"", ""final_milk"": null, ""modifiers"": [""Vanilla Syrup""], ""food_items"": [], ""total_price"": 5.5}"
148,"Can I please get a Tall Frappe (Mocha), alongside Extra Shot, and don't forget the Coconut Milk... wait sorry Soy Milk, pump of Coconut Milk, hint of Oat Milk.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Tall"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Extra Shot"", ""Soy Milk"", ""Coconut Milk"", ""Oat Milk""], ""food_items"": [], ""total_price"": 8.85}"
149,"Hit me with a Chai Latte, make it Venti.","{""drink"": ""Chai Latte"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.75}"
150,"One Short Mocha, poured over Hazelnut Syrup, pump of Hazelnut Syrup... belay that Extra Shot, pump of Caramel Drizzle.","{""drink"": ""Mocha"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Extra Shot"", ""Caramel Drizzle""], ""food_items"": [], ""total_price"": 6.5}"
151,"Grab me a Caramel Macchiato, make it Grande, splash of Whip Cream, throw in some you know, Cold Foam.","{""drink"": ""Caramel Macchiato"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Whip Cream"", ""Cold Foam""], ""food_items"": [], ""total_price"": 7.5}"
152,"Could I have a Tall Strawberry Smoothie, and why not add Whip Cream... omit the you know, Breve, and a Blueberry Muffin.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""final_milk"": ""Breve"", ""modifiers"": [""Breve""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.55}"
153,"I'll have a Trenta Mocha, hint of No Ice, and a Avocado Toast.","{""drink"": ""Mocha"", ""size"": ""Trenta"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""No Ice""], ""food_items"": [""Avocado Toast""], ""total_price"": 13.5}"
154,"Lemme get a Tall Espresso, blended with Oat Milk, and a Blueberry Muffin.","{""drink"": ""Espresso"", ""size"": ""Tall"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Oat Milk""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 7.55}"
155,"Grab me a Strawberry Smoothie, make it Grande, blended with Soy Milk.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Grande"", ""final_milk"": ""Soy Milk"", ""modifiers"": [""Soy Milk""], ""food_items"": [], ""total_price"": 7.1}"
156,"I need a Short Frappe (Mocha), topped with Whip Cream, oh and also Caramel Syrup, and a Avocado Toast.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Whip Cream"", ""Caramel Syrup""], ""food_items"": [""Avocado Toast""], ""total_price"": 13.25}"
157,"Uh, I think I'll try the Trenta Latte, finished with Peppermint Syrup, and throw on Hazelnut Syrup.","{""drink"": ""Latte"", ""size"": ""Trenta"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Peppermint Syrup"", ""Hazelnut Syrup""], ""food_items"": [], ""total_price"": 7.0}"
158,"Make it a Mocha, make it Trenta, added with Vanilla Syrup, and a Blueberry Muffin.","{""drink"": ""Mocha"", ""size"": ""Trenta"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Vanilla Syrup""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.75}"
159,"I'll have a Frappe (Coffee), make it Venti, lot of Cold literally Foam, use Light Ice, and a Blueberry Muffin.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Cold Foam"", ""Light Ice""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.5}"
160,"I guess I'll take a Short Espresso, and don't forget the Caramel Drizzle, hint of actually Skim Milk, add a shot of Extra Hot... actually no Oat Milk.","{""drink"": ""Espresso"", ""size"": ""Short"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Caramel Drizzle"", ""Skim Milk"", ""Oat Milk""], ""food_items"": [], ""total_price"": 3.8}"
161,"Hmm, give me a sec... okay, a Short Iced Coffee, mix in some Cold Foam.","{""drink"": ""Iced Coffee"", ""size"": ""Short"", ""final_milk"": null, ""modifiers"": [""Cold Foam""], ""food_items"": [], ""total_price"": 3.75}"
162,"Just a Espresso, make it Trenta, oh and also Breve.","{""drink"": ""Espresso"", ""size"": ""Trenta"", ""final_milk"": ""Breve"", ""modifiers"": [""Breve""], ""food_items"": [], ""total_price"": 5.3}"
163,"I would like a Venti Americano, coupled with Whip Cream, substitute with Caramel Syrup.","{""drink"": ""Americano"", ""size"": ""Venti"", ""final_milk"": null, ""modifiers"": [""Whip Cream"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 5.5}"
164,"Hmm, give me a sec... okay, a Trenta Cold Brew, bit of Coconut Milk, poured over Extra Shot, hit it with Light Ice, and a Blueberry Muffin.","{""drink"": ""Cold Brew"", ""size"": ""Trenta"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Coconut Milk"", ""Extra Shot"", ""Light Ice""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.2}"
165,"You know what? Let's do a Iced Coffee, make it Grande, make sure hmm there's Skim Milk, put in some Sugar Free Vanilla... belay that Light Ice.","{""drink"": ""Iced Coffee"", ""size"": ""Grande"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk"", ""Light Ice""], ""food_items"": [], ""total_price"": 3.5}"
166,"Just a Strawberry Smoothie, make it Tall, and throw on Sugar Free Vanilla, paired with Almond Milk... sorry I changed my mind, Cold Foam, blended with Skim Milk.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Sugar Free Vanilla"", ""Cold Foam"", ""Skim Milk""], ""food_items"": [], ""total_price"": 7.75}"
167,"Shoot me a Grande Frappe (Mocha), add a shot of No Whip... omit the Soy Milk, included with Caramel Drizzle... wait, I don't want Oat Milk, bit of Sugar Free Vanilla, and a Blueberry Muffin.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Soy Milk"", ""Oat Milk"", ""Sugar Free Vanilla""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 11.9}"
168,"I'll take a Tall Iced Coffee, hit it with Oat Milk, and a uh Avocado Toast.","{""drink"": ""Iced Coffee"", ""size"": ""Tall"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Oat Milk""], ""food_items"": [""Avocado Toast""], ""total_price"": 10.8}"
169,"Hit me with a Americano, make it Venti, paired with Hazelnut Syrup, dash of Whip err Cream, mix in some Cold Foam, lot of kinda Almond Milk.","{""drink"": ""Americano"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Whip Cream"", ""Cold Foam"", ""Almond Milk""], ""food_items"": [], ""total_price"": 7.35}"
170,I'm craving a Short Frappe (Mocha).,"{""drink"": ""Frappe (Mocha)"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.25}"
171,"So, I'll have a Grande Latte.","{""drink"": ""Latte"", ""size"": ""Grande"", ""final_milk"": ""Whole Milk"", ""modifiers"": [], ""food_items"": [], ""total_price"": 5.0}"
172,"I'll take a Frappe (Coffee), make it Venti, make that with you know, No Ice... instead of that use Vanilla Syrup, added with Light um Ice, and sort of a Blueberry Muffin.","{""drink"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Vanilla Syrup"", ""Light Ice""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.75}"
173,"So, I'll have a Cappuccino, make it Venti, finished with Oat Milk... scratch that, give me Hazelnut Syrup, and throw on Coconut Milk, paired with kinda Extra Hot, and a Bacon Gouda Sandwich.","{""drink"": ""Cappuccino"", ""size"": ""Venti"", ""final_milk"": ""Coconut Milk"", ""modifiers"": [""Hazelnut Syrup"", ""Coconut Milk"", ""Extra Hot""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 12.2}"
174,"Just a Trenta Latte, with Oat Milk.","{""drink"": ""Latte"", ""size"": ""Trenta"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Oat Milk""], ""food_items"": [], ""total_price"": 6.8}"
175,"Shoot me a Tall Strawberry Smoothie, make that with Peppermint Syrup, and a Butter Croissant.","{""drink"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""final_milk"": null, ""modifiers"": [""Peppermint Syrup""], ""food_items"": [""Butter Croissant""], ""total_price"": 10.0}"
176,"Can you get me a Tall Cappuccino, hit it with um Whip Cream... instead of that use Caramel Syrup, use Classic Syrup, mix in err some Extra Shot... hold the Cold Foam, mix in some Skim kinda Milk, and you know, a Blueberry Muffin.","{""drink"": ""Cappuccino"", ""size"": ""Tall"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Caramel Syrup"", ""Classic Syrup"", ""Cold Foam"", ""Skim Milk""], ""food_items"": [""Blueberry Muffin""], ""total_price"": 10.0}"
177,"Hook me up with a Trenta Frappe (Mocha), mix in some Whip Cream, alongside Light Ice.","{""drink"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Whip Cream"", ""Light Ice""], ""food_items"": [], ""total_price"": 7.75}"
178,"Can you get me a Chai Latte, make it Grande, and why not add uh Extra Hot, and let's add Whip Cream, plus Breve... change that to Oat Milk.","{""drink"": ""Chai Latte"", ""size"": ""Grande"", ""final_milk"": ""Oat Milk"", ""modifiers"": [""Extra Hot"", ""Whip Cream"", ""Oat Milk""], ""food_items"": [], ""total_price"": 6.55}"
179,"I'm craving a Venti Espresso, put in some Almond Milk.","{""drink"": ""Espresso"", ""size"": ""Venti"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [], ""total_price"": 4.6}"
180,"Fix me up a Tall Latte, and don't forget the Almond Milk, and a Bacon Gouda Sandwich.","{""drink"": ""Latte"", ""size"": ""Tall"", ""final_milk"": ""Almond Milk"", ""modifiers"": [""Almond Milk""], ""food_items"": [""Bacon Gouda Sandwich""], ""total_price"": 10.6}"
181,"I'm feeling like a Grande Iced Coffee, add a shot of Vanilla Syrup, pump of Cold Foam.","{""drink"": ""Iced Coffee"", ""size"": ""Grande"", ""final_milk"": null, ""modifiers"": [""Vanilla Syrup"", ""Cold Foam""], ""food_items"": [], ""total_price"": 5.25}"
182,"I'm feeling like a Cappuccino, make it Short, throw in some Cold Foam, put in some hmm Hazelnut Syrup, bit of err Extra Hot.","{""drink"": ""Cappuccino"", ""size"": ""Short"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Cold Foam"", ""Hazelnut Syrup"", ""Extra Hot""], ""food_items"": [], ""total_price"": 5.75}"
183,"I want a Flat uh White, make it Venti, plus Caramel Drizzle, and throw on Whip Cream... omit the Classic Syrup, alongside Breve... literally actually wait Caramel Syrup.","{""drink"": ""Flat White"", ""size"": ""Venti"", ""final_milk"": ""Whole Milk"", ""modifiers"": [""Caramel Drizzle"", ""Classic Syrup"", ""Caramel Syrup""], ""food_items"": [], ""total_price"": 6.75}"
184,"Gimme a Grande Caramel Macchiato, add a shot of you know, Skim Milk.","{""drink"": ""Caramel Macchiato"", ""size"": ""Grande"", ""final_milk"": ""Skim Milk"", ""modifiers"": [""Skim Milk""], ""food_items"": [], ""total_price"": 5.75}"
185,I'm going to grab a Grande Iced Coffee.,"{""drink"": ""Iced Coffee"", ""size"": ""Grande"", ""final_milk"": null, ""modifiers"": [], ""food_items"": [], ""total_price"": 3.5}"
